,pValue,logFC
SLC39A11,0,0.30855312
SPC24,0,0.308527639
VIM,0,0.308348911
FRMD6,0,0.308056418
SERTAD1,0,0.307903132
MPDZ,0,0.307854587
CDK2,0,0.307561725
ZEB2,0,0.307528911
STK32B,0,0.307399989
CRYBG3,0,0.307202524
SLC2A1,0,0.306646914
ARPP21,0,0.306580526
AC078842.2,0,0.306332982
PRKCB,0,0.306289509
METAP1D,0,0.306132902
SPSB4,0,0.30603705
EML6,0,0.305929401
PCBP3,0,0.305896879
SPATA6,0,0.305665639
FOXO1,0,0.305664065
SEMA5B,0,0.304796844
CLSTN2,0,0.304168829
LINC02144,0,0.303868465
RERGL,0,0.303351236
AC048341.1,0,0.303189746
UFL1-AS1,0,0.302415848
SPRY2,0,0.302116743
VSNL1,0,0.301814743
GEN1,0,0.301685458
XYLT1,0,0.301650993
LINC02488,0,0.301185539
DSEL,0,0.300896695
CA10,0,0.300869711
AC007405.2,0,0.300760503
CCN2,0,0.300309842
MYO3B,0,0.300029352
TSPAN2,0,0.29980031
ZNF732,0,0.29963284
SYT9,0,0.299507485
S100A13,0,0.298979043
HIST1H2AH,0,0.298836839
DLGAP2,0,0.298067417
AC092384.1,0,0.297550257
TEX15,0,0.297469806
CCDC88C,0,0.297196363
AC002460.2,0,0.297009902
ASF1B,0,0.296777446
DZIP1L,0,0.296510572
KIF13A,0,0.296434498
ITGA4,0,0.296336975
SPOCK1,0,0.296229147
MAP3K5,0,0.295599472
SIPA1L2,0,0.295535447
SCG2,0,0.295221254
NEMP1,0,0.295151548
MGAT4C,0,0.294933273
MFSD2A,0,0.294725198
TTC6,0,0.294572523
TEX14,0,0.294454531
TSPAN12,0,0.294200315
GRIN2B,0,0.294152374
AC005064.1,0,0.294133691
HS3ST1,0,0.293972106
NEUROD2,0,0.293819416
SMC2,0,0.293596577
INHBA-AS1,0,0.293457649
PARD3B,0,0.293420947
SH3BP4,0,0.293235406
EZR,0,0.293139275
SYT4,0,0.292410308
FSTL4,0,0.292150898
BEND7,0,0.291238316
GPC5,0,0.291146808
AL109930.1,0,0.290826364
AC007319.1,0,0.290526095
ITGA11,0,0.28999256
PLXND1,0,0.289616095
USP45,0,0.289428428
ICA1L,0,0.289370701
PCDH11Y,0,0.289094496
NEDD1,0,0.288974536
CFAP44,0,0.288966746
ZNF804A,0,0.288749185
SKAP2,0,0.288726963
FZD2,0,0.288632557
MYO1E,0,0.288313049
ABCA9,0,0.287953372
ZBTB18,0,0.287906048
FOSB,0,0.287780618
MSRA,0,0.287099497
KIRREL3,0,0.28692117
KRCC1,0,0.286877789
MSX2,0,0.286757124
WEE1,0,0.28653625
AC007846.1,0,0.286029118
ORC6,0,0.286003981
TRHDE,0,0.285964744
AC108169.1,0,0.285801911
PROM1,0,0.285333937
SLC12A7,0,0.285193651
LINC02143,0,0.285035342
LINC02477,0,0.284835417
OLFM3,0,0.284693996
NRG1-IT1,0,0.284543177
PKIB,0,0.284386251
CIP2A,0,0.284365087
IRX2,0,0.284085181
Z96074.1,0,0.283960972
TSC22D4,0,0.283937473
RGS3,0,0.283591993
VANGL2,0,0.283453787
CDK2AP1,0,0.283449372
NEUROD6,0,0.282941768
ITPRIP,0,0.282886769
GNG5,0,0.282539092
UHRF1,0,0.281947308
AC005865.2,0,0.281829252
TEAD3,0,0.281825488
ARHGAP42,0,0.281737925
ZIC2,0,0.281735502
RELL1,0,0.281157966
SEZ6L,0,0.280890947
LTBP3,0,0.280819965
S100A10,0,0.280568684
LAMP5,0,0.279623053
AHI1,0,0.279598062
SGCD,0,0.279234707
INSM1,0,0.278935146
BDH2,0,0.278745991
AP000787.1,0,0.278735985
ADGRL2,0,0.278456399
PCP4,0,0.278108239
NRG1,0,0.278058192
KIAA0319,0,0.278036578
TACR1,0,0.278019609
NRP1,0,0.277925328
AL162411.1,0,0.277827492
KCNIP3,0,0.277816207
C1orf61,0,0.277353745
PLCXD2,0,0.277155756
KCTD16,0,0.276620441
LINC01473,0,0.276295196
TMEM108,0,0.27626353
RAB8B,0,0.276059237
TP53I3,0,0.276041124
RMRP,0,0.275757071
AC131571.1,0,0.275700878
SESN3,0,0.275659592
MYL12A,0,0.275642401
NALCN,0,0.275474946
INAVA,0,0.275424208
ACACB,0,0.275372279
HIST1H2BH,0,0.275304312
ARMC3,0,0.275277662
LRRC17,0,0.274711544
CHST8,0,0.274646135
IGFBPL1,0,0.274590541
TRPM3,0,0.274476217
FZD7,0,0.274370605
ADGRA3,0,0.274015358
SEMA3D,0,0.273707348
TIMP2,0,0.273566695
FRMPD4,0,0.273533156
PRR11,0,0.273401706
AP003025.2,0,0.273310845
ZBTB7C,0,0.272836763
IQCH,0,0.27277914
STOM,0,0.272730077
IVNS1ABP,0,0.272643789
CHRM3,0,0.272316458
PROX1-AS1,0,0.272012639
HIST1H3D,0,0.271959187
HDAC1,0,0.271471895
IRX1,0,0.271225423
LINGO2,0,0.270880923
KREMEN1,0,0.270744875
VRK1,0,0.270663911
ABCA9-AS1,0,0.270534137
PHLDA1,0,0.269803433
PIK3R1,0,0.269743314
PDGFC,0,0.269623095
TMOD1,0,0.269402323
ENOSF1,0,0.269251893
PCDH11X,0,0.269095359
PRSS51,0,0.268736075
TMA16,0,0.268701417
WDFY3-AS2,0,0.268689087
EGR1,0,0.26835545
ST5,0,0.268038926
FRAS1,0,0.26800822
CXCR4,0,0.267933833
C4orf46,0,0.267504609
GSTO1,0,0.267440946
DLGAP1,0,0.267196997
TMEM131L,0,0.266880372
TANC2,0,0.266769667
U91319.1,0,0.266723221
HIST1H1E,0,0.266495237
GAS1,0,0.266269065
NTM,0,0.266257744
FAM13A,0,0.265389125
FKBP5,0,0.265306196
RPS4Y1,0,0.26516142
DBI,0,0.265035368
CYP26A1,0,0.264804126
AL139815.1,0,0.264285394
AL392023.2,0,0.263933761
IL17RA,0,0.26371129
ALK,0,0.263653946
FAM53B,0,0.263511609
PNCK,0,0.263155776
CNKSR3,0,0.263086142
LRR1,0,0.262745624
RNF220,0,0.262350991
RAB3B,0,0.262330445
SH3D19,0,0.262158909
METTL7A,0,0.261533523
SNCAIP,0,0.261491722
KLHL1,0,0.261296576
TJP2,0,0.261281766
HMG20B,0,0.261147667
GRIK3,0,0.261144291
MYSM1,0,0.260842572
KLRG1,0,0.260669301
PRAG1,0,0.260543761
RAD54B,0,0.26034771
NT5DC1,0,0.260325942
IFI27L2,0,0.260088001
PLCD1,0,0.25991937
AC068931.1,0,0.259915257
WWTR1,0,0.259811319
DAP,0,0.259644232
AC073529.1,0,0.259503513
JAG1,0,0.259279422
GSE1,0,0.259273922
SSX2IP,0,0.259260162
GCNT1,0,0.259179618
TSHZ3,0,0.259133471
CRNDE,0,0.259051738
POLA1,0,0.259015334
RAB31,0,0.258929856
SHQ1,0,0.258768019
DAB1-AS1,0,0.258764445
SLITRK5,0,0.258715089
CLIC1,0,0.258620353
IRF2,0,0.258547026
DBF4,0,0.258291154
MAF,0,0.258183393
SKA1,0,0.258113378
PDLIM4,0,0.257524679
NFE2L2,0,0.256226431
HIST1H4C,0,0.256117013
SCCPDH,0,0.256011238
CENPO,0,0.255956176
PLS3,0,0.25578625
UGT8,0,0.255644145
NOTCH2NLC,0,0.255596891
AC105114.2,0,0.255443966
AL355338.1,0,0.255391088
UBL7-AS1,0,0.255084686
POU3F1,0,0.255045852
SLIT2,0,0.254988817
NEUROG2,0,0.254780472
HIST1H1C,0,0.254672355
AC090138.1,0,0.254665082
FAM120C,0,0.254138497
SPICE1,0,0.254040766
STK32A,0,0.254009749
ZNF621,0,0.253943192
CPLX2,0,0.253502685
AL009178.3,0,0.253437579
HIST2H2AC,0,0.253232258
THSD4,0,0.252960128
AC061961.1,0,0.252886269
NR4A2,0,0.25288022
LINC02336,0,0.252845137
ITSN2,0,0.25277837
MDM1,0,0.252603643
PEG10,0,0.252336954
SPATA5,0,0.252173508
STC1,0,0.252146299
PTPRR,0,0.252123684
CDC14A,0,0.252104324
PTPRM,0,0.252035253
LINC01250,0,0.251842782
LINC00511,0,0.25170924
C17orf67,0,0.25169113
GRM8,0,0.251658773
AC006148.1,0,0.251609456
AC104964.3,0,0.251367878
CALD1,0,0.251046883
CHAF1A,0,0.250902173
MAGI2-AS3,0,0.250827793
PPEF1,0,0.250765672
ENPP2,0,0.250731715
LINC00200,0,0.250526676
IFT80,0,0.250519693
RTKN2,0,0.250208077
FUT9,0,0.249975435
ERICH3,0,0.249767988
MGST2,0,0.249478103
AC005828.1,0,0.249251126
EPHA4,0,0.249161812
STON2,0,0.249149205
AP003025.1,0,0.248858877
LINC01917,0,0.24870339
AL365295.1,0,0.248676765
ANO5,0,0.248642753
PREX2,0,0.248584427
GINS1,0,0.248566663
SVIP,0,0.248002293
CPQ,0,0.247644755
UTY,0,0.247464194
CD58,0,0.247447199
BAALC-AS1,0,0.247284178
ZEB1,0,0.247178664
PRKCE,0,0.24713364
MYO5B,0,0.247119072
NMU,0,0.247021253
PCCA,0,0.246996449
DNA2,0,0.24691466
EPB41L4A,0,0.246824071
ATG10,0,0.246576863
CPEB2,0,0.246413426
KCNQ3,0,0.246083241
ZNF724,0,0.246029359
CBFA2T2,0,0.245817161
CCDC200,0,0.245789585
AC009120.2,0,0.245753775
CRISPLD1,0,0.24553619
CRTAC1,0,0.245201013
LINC01414,0,0.244994311
GLUL,0,0.244754792
SPINK8,0,0.24475376
IFI6,0,0.244261968
ME1,0,0.243898369
AC104964.1,0,0.243788153
KRT222,0,0.243574773
HRH2,0,0.243551746
FBN1,0,0.24320423
NTNG2,0,0.243018597
WARS2-AS1,0,0.242928929
MIR17HG,0,0.242916745
LRRC1,0,0.242753475
AL022068.1,0,0.242573064
CDH18,0,0.242355988
PRXL2A,0,0.242249628
LRP8,0,0.241870564
EPHB4,0,0.241760042
KPNA2,0,0.241569031
CNR1,0,0.241357161
DPP6,0,0.241092813
NR4A1,0,0.241033895
LACTB2,0,0.241006043
PXMP2,0,0.240704866
MDFIC,0,0.240672528
RASGEF1B,0,0.240551924
PTCHD4,0,0.240465362
SRI,0,0.240422713
IER5,0,0.240394202
PCDH19,0,0.240115634
ANP32B,0,0.240086706
AC104574.2,0,0.240052467
RAPGEF4,0,0.239999026
ADRA1A,0,0.239832966
PDE4B,0,0.239293542
NHSL1,0,0.239151238
TIMELESS,0,0.239087459
NOX4,0,0.238696808
SLC22A23,0,0.238166278
LRMDA,0,0.237841606
ANP32E,0,0.237786796
SYN3,0,0.237535464
PRIM2,0,0.23741252
SHISA7,0,0.237383042
ARHGAP6,0,0.237301514
WNT5B,0,0.237278483
GRIN1,0,0.237152842
AC008060.3,0,0.236999817
CYP4X1,0,0.236723497
TECR,0,0.2366446
AC007100.1,0,0.236519675
PIP5K1B,0,0.236479382
PLEKHG1,0,0.236272276
ZBTB20,0,0.236142064
AP002762.2,0,0.236116282
WARS2,0,0.235649506
MID1,0,0.235331616
AL021918.5,0,0.235254684
NPM2,0,0.235202284
AKAP13,0,0.234751081
MAB21L1,0,0.234446257
ATXN1,0,0.234070046
PRLR,0,0.234065433
AC096747.1,0,0.233894755
ACAA2,0,0.23360396
IL1RAPL1,0,0.233541825
GSTP1,0,0.233235331
CAPS2,0,0.233019025
AP000662.1,0,0.232756994
CD63,0,0.232728411
GLRA3,0,0.232610664
EFS,0,0.232507115
MTAP,0,0.232496104
ADD3,0,0.23245526
LINC01938,0,0.232420848
AC108134.2,0,0.232143585
ABLIM1,0,0.231975683
ZIC3,0,0.231928389
GRM7,0,0.231805801
AC068279.2,0,0.23157667
FAM72B,0,0.231438798
AC019068.1,0,0.231393473
DOCK5,0,0.231168688
FOS,0,0.231101725
TUBA1B,0,0.230982319
TG,0,0.230885482
LAMTOR5-AS1,0,0.230746827
MBNL1,0,0.230679275
CSMD3,0,0.230665433
RYR2,0,0.230615545
AP001783.1,0,0.230484805
ADAMTS20,0,0.23048316
CNTNAP5,0,0.230262415
GPSM2,0,0.230243622
PLXNA4,0,0.230154208
CENPW,0,0.230123212
ELOVL2,0,0.230119309
ETV5,0,0.230077415
TNS3,0,0.229660498
PROX1,0,0.229301978
LIN7A,0,0.229259285
DHRSX,0,0.229109128
AP000866.1,0,0.228913918
AC078881.1,0,0.22826015
LINC02615,0,0.228153575
AC104803.1,0,0.227972337
TAC1,0,0.227644468
THAP9,0,0.227334977
ENPP1,0,0.227317928
MRPS30-DT,0,0.226999715
RASSF8,0,0.226930926
ERICH2,0,0.226612131
SPIRE1,0,0.226394867
NXPH3,0,0.226323435
PCDH7,0,0.226150987
ST8SIA3,0,0.225971082
PLAGL1,0,0.225873716
DARS,0,0.22572534
H1FX-AS1,0,0.22551796
LINC01934,0,0.225393431
AL138999.2,0,0.225231353
AC008415.1,0,0.2250676
PEX5L,0,0.22462387
AC006994.2,0,0.224607499
SLIT1,0,0.224486567
OLIG3,0,0.224461828
NEBL,0,0.22438924
ROR2,0,0.224381319
NTRK1,0,0.224342854
AC090577.1,0,0.22433147
ASAP3,0,0.223881685
POLE2,0,0.223806891
LINGO1,0,0.22371295
CADM3-AS1,0,0.223643861
SLC32A1,0,0.223522315
ARHGAP19,0,0.223036745
SERPING1,0,0.222930647
NDRG1,0,0.222570989
FANCA,0,0.222425993
GAD1,0,0.222419957
EN2,0,0.222397692
ABCA1,0,0.222284387
P2RX3,0,0.222172887
HSPA12A,0,0.222157801
MDGA1,0,0.221926921
EPB41L2,0,0.22190279
GALNTL6,0,0.221902289
DHFR,0,0.221806771
DECR1,0,0.221597812
QSOX2,0,0.2214807
SGMS1,0,0.221408411
EPHA10,0,0.221405319
BAZ1A,0,0.221112185
CNTN2,0,0.221049
AFF1,0,0.220999751
AL117190.2,0,0.220732718
FAM89A,0,0.220583695
GALNT16,0,0.220220631
AC012404.1,0,0.220135608
SIAH3,0,0.219931943
PCSK2,0,0.219790027
PPP2R5A,0,0.219685984
NLGN4X,0,0.219677925
AC112236.1,0,0.219669353
NKAIN3,0,0.219614068
CRABP1,0,0.219167873
FAT1,0,0.219131119
PPP1R16B,0,0.21902928
ZSWIM7,0,0.218970841
UNCX,0,0.218324176
SEMA6A,0,0.218312701
SPAG1,0,0.218248686
NADK2,0,0.218221251
AMOTL2,0,0.218124982
SPTBN4,0,0.217967819
LIFR,0,0.217798208
MTHFD1L,0,0.217717219
BCL2,0,0.217671259
NR4A3,0,0.21744565
ZHX3,0,0.217360812
DUT,0,0.217317514
DACH1,0,0.21717257
MEGF11,0,0.217123981
CCNE2,0,0.21636758
CORO2B,0,0.216230602
WLS,0,0.216136928
TMEM132C,0,0.216129241
CLIP1,0,0.215669554
CLVS1,0,0.21531109
ERCC1,0,0.215042664
RUBCNL,0,0.21501505
DEPDC7,0,0.215009896
DGKH,0,0.214890632
OSBPL3,0,0.214648818
AC011447.3,0,0.214433399
MAP3K21,0,0.214339638
H2AFV,0,0.214311216
UBE2S,0,0.214039656
PLEKHG4B,0,0.214035941
FJX1,0,0.214019675
NRP2,0,0.214018586
OSBPL6,0,0.213970968
AC023136.1,0,0.21389696
CLYBL,0,0.21368476
NCAPD2,0,0.212866754
PRDX4,0,0.212655327
TMEM243,0,0.212648303
TBC1D5,0,0.212363962
DPP10,0,0.212155671
MYO16,0,0.212143057
FANCB,0,0.212038083
ZIC5,0,0.211818386
CYB5A,0,0.211809259
LCAT,0,0.211772642
ZFAND2A,0,0.211739188
FSTL5,0,0.211727838
DMD,0,0.211197881
FBXW4,0,0.211170284
NTRK3,0,0.211073342
SCRN1,0,0.210712225
AL353759.1,0,0.210502554
TMEM51,0,0.210434639
TGFBR1,0,0.210358195
MSI1,0,0.210257777
SLC12A5,0,0.209989529
NGFR,0,0.209930802
BAIAP2L2,0,0.209881526
CHMP2B,0,0.209467511
CA8,0,0.209356249
OSBPL10,0,0.20927344
C1GALT1,0,0.20896857
ZIC4,0,0.208806495
ISLR2,0,0.20848125
ARNTL2,0,0.208416646
CPNE8,0,0.208237169
MAML3,0,0.208214433
AC025164.1,0,0.208183753
AK4,0,0.208096813
PCDH18,0,0.207862478
NELL2,0,0.207617275
LINC02340,0,0.20737657
INSIG1,0,0.207220019
MEG3,0,0.206901783
AP000844.2,0,0.206566999
RIPK2,0,0.206539078
C5,0,0.206535846
COL12A1,0,0.206518799
4-Mar,0,0.206322609
LHFPL3,0,0.206256333
MCF2,0,0.205978907
LRP5,0,0.205939618
HK2,0,0.205828069
PRDX1,0,0.205825889
PFKP,0,0.205618424
CARD8,0,0.205522004
ROBO1,0,0.205361337
CASC15,0,0.205317615
GPD2,0,0.205222652
LMNB1,0,0.204919716
CPXM1,0,0.2047969
AC009063.2,0,0.204767966
HS3ST3B1,0,0.204447617
GMNN,0,0.204380188
EBF3,0,0.204216364
AC107204.1,0,0.204106836
ZNF75D,0,0.20405445
PAX5,0,0.203792362
AL139289.2,0,0.20374403
EBPL,0,0.203599226
SMPDL3A,0,0.20359619
AP001172.1,0,0.203347802
AC020930.1,0,0.203277236
TMEM268,0,0.203208385
FRMPD3,0,0.203189269
POSTN,0,0.203144059
CHRNB4,0,0.20310157
PEA15,0,0.202856906
CTNNA1,0,0.202773973
ANK1,0,0.202712383
SPRED1,0,0.202666444
GPM6B,0,0.202612147
TMPO,0,0.202501804
LAMA1,0,0.202501622
GABRA3,0,0.20245551
MAFB,0,0.202450069
CKS1B,0,0.20239925
POU3F2,0,0.202016844
SHISA9,0,0.202001887
COMMD10,0,0.201748795
GRIA1,0,0.201612405
COL24A1,0,0.201576808
CBX2,0,0.201526912
CNTN4,0,0.201522211
FIGNL2,0,0.201499508
MDK,0,0.201484989
TAF4B,0,0.201380528
PLPPR5,0,0.201351095
RGS7,0,0.201160764
PTPRK,0,0.20081582
ADCY8,0,0.200549494
SUGCT,0,0.20052872
DPY19L1,0,0.200256213
SORL1,0,0.200196582
USP9Y,0,0.199882923
LRRC4C,0,0.199803174
NCKAP5,0,0.199795917
RBFOX3,0,0.19970421
PPFIA4,0,0.199669253
LRCH1,0,0.199665833
REXO5,0,0.199586239
TMSB4X,0,0.199431807
PRKAA2,0,0.199413953
GALNT13,0,0.199400561
PINX1,0,0.199395094
SLC1A2,0,0.19928402
SEPSECS,0,0.198991783
PBX1,0,0.198613667
HAUS8,0,0.198298376
VCAN-AS1,0,0.198281207
DLL1,0,0.198278259
GTDC1,0,0.198213783
HOOK1,0,0.198211926
SLC27A2,0,0.198166325
SMAD9,0,0.198097935
OPHN1,0,0.198078034
AF127577.2,0,0.19795469
AC106729.1,0,0.1979292
ASL,0,0.197807547
SLC10A7,0,0.197665388
C1orf216,0,0.197541623
KCNIP1,0,0.197457161
CHRNA3,0,0.197136005
MAP3K20-AS1,0,0.19702828
AP000829.1,0,0.197023511
LRRC3B,0,0.196985722
TSEN15,0,0.196911203
NHLH2,0,0.196902793
MAP3K8,0,0.196830557
MINAR1,0,0.196779914
DMGDH,0,0.196574234
RGS8,0,0.196467019
B3GNT2,0,0.196270268
AL158840.1,0,0.196060363
AC087857.1,0,0.195957764
EPC2,0,0.195698831
VPS13C,0,0.19567375
SH3GL3,0,0.195293046
CAMK2B,0,0.19515698
FRRS1L,0,0.195109163
LRRC7,0,0.195059235
GAD2,0,0.195056562
ITGA3,0,0.194991338
PGPEP1,0,0.194956059
AC010638.1,0,0.194862318
TBC1D1,0,0.194787078
KIRREL1,0,0.194558832
CDH12,0,0.194465988
GGCT,0,0.194450978
ESRRB,0,0.193927255
CENPL,0,0.193908949
RBPJ,0,0.193864652
ADGRA1,0,0.193794564
GPR176,0,0.19378104
PLAG1,0,0.193673703
SH3KBP1,0,0.193661823
TCP10L,0,0.19358384
SFRP2,0,0.193349527
EBF1,0,0.193340656
INVS,0,0.193320772
AC104964.4,0,0.193190929
TSHZ1,0,0.193180374
ARHGEF3,0,0.193076751
ARL6IP1,0,0.193069382
KCNA2,0,0.193038444
IGDCC3,0,0.192893818
CSRP2,0,0.192854036
MEG8,0,0.192733771
KLF13,0,0.1924053
AL590652.1,0,0.192022082
LRRC41,0,0.192010394
AC091973.1,0,0.191994851
ASXL2,0,0.191977386
TMEM106A,0,0.191949671
TMEM182,0,0.191738141
RIOX2,0,0.19157018
PRMT8,0,0.191495522
DBF4B,0,0.191157813
PHACTR2,0,0.19111791
MYO1B,0,0.191108706
TSBP1-AS1,0,0.190633615
LINC01114,0,0.190412397
PRKD3,0,0.19026613
GLYATL2,0,0.190182491
CBLB,0,0.190099766
AC005908.3,0,0.189960081
BTG1,0,0.189892791
PSD3,0,0.189867615
UMAD1,0,0.189773454
MIPOL1,0,0.189592205
ADCY1,0,0.189531278
EVC,0,0.189457005
CD47,0,0.189286851
CES4A,0,0.189259596
HDLBP,0,0.189222172
COMT,0,0.189063567
CMTM7,0,0.189023295
LY6H,0,0.189004405
RMI2,0,0.188977784
GPR63,0,0.18890951
FBLIM1,0,0.188902096
LINC01933,0,0.188615352
PTCH2,0,0.188393253
LOXL3,0,0.188390664
B3GLCT,0,0.188350277
ZHX2,0,0.188178103
CNTNAP2,0,0.188097565
LRP1B,0,0.18807022
WIPI1,0,0.188054532
R3HCC1L,0,0.188011418
USP13,0,0.18788156
SYT7,0,0.187837822
EPM2A,0,0.187812239
PKP4,0,0.187727237
C9orf85,0,0.187442911
AP003049.2,0,0.187384173
AL596451.1,0,0.187262726
HMGN2,0,0.187199642
CHRNA4,0,0.187176376
CECR2,0,0.187013874
UBAC2,0,0.186783495
PCBD2,0,0.186629512
NLGN4Y,0,0.186193122
PCP4L1,0,0.186112694
SESN2,0,0.185827197
ARHGEF33,0,0.185628428
VWC2L,0,0.185541534
RSPH9,0,0.185331319
LYRM2,0,0.184949407
USP53,0,0.18487922
SCRT1,0,0.184633067
ECI1,0,0.184398513
GRM7-AS1,0,0.184306762
C1orf112,0,0.184196762
RBFOX1,0,0.184098634
EBLN3P,0,0.184041207
APBA2,0,0.183392958
ECE2,0,0.183387552
KIF20B,0,0.183353955
SDC3,0,0.183195424
LINC00937,0,0.183006304
MLLT3,0,0.182739962
PTTG1IP,0,0.182343143
RASSF4,0,0.182341011
HLCS,0,0.182323889
CDYL,0,0.182319594
COL4A1,0,0.182237495
POLR2L,0,0.18221508
PTAR1,0,0.182062181
JUN,0,0.181992811
PLOD2,0,0.181822348
PCDH8,0,0.181821878
HSPH1,0,0.181662915
HIST2H2BF,0,0.181157724
TJP1,0,0.181113369
PARD6G-AS1,0,0.181098231
GRIN2D,0,0.180992239
ARHGAP15,0,0.180892772
PDSS2,0,0.180742002
AC007614.1,0,0.180665775
POLD3,0,0.180641693
KIF13B,0,0.180394871
RARB,0,0.180323813
SYT16,0,0.180206832
LAPTM4A,0,0.180196368
NAV3,0,0.180114419
METTL15,0,0.180097617
C5orf38,0,0.180071453
GPRC5B,0,0.179865846
SEZ6,0,0.179851747
CEP120,0,0.179580747
MOSPD1,0,0.179577908
TMEM98,0,0.179421147
SCRG1,0,0.179360466
GALNT17,0,0.179204731
SAT1,0,0.179189964
PHGDH,0,0.179148214
DCXR,0,0.179147201
CACNG2,0,0.179129117
RORB,0,0.179115973
FOCAD,0,0.178812856
GRID1,0,0.178641411
ZNF800,0,0.178506369
SLC1A1,0,0.178471188
PPP1R10,0,0.178410749
CEP83,0,0.178254141
ABHD3,0,0.177946303
EPS8,0,0.17793033
TCERG1L,0,0.177918334
AL596087.2,0,0.177690774
SPAG16,0,0.17737884
CDC6,0,0.177364104
TENM3,0,0.177192179
DCLK2,0,0.177130668
HIVEP3,0,0.176997616
AC092422.1,0,0.176812365
AC015878.1,0,0.176696399
HSPB11,0,0.176691191
AC023385.1,0,0.176564675
HELLS,0,0.176422638
LAP3,0,0.17628295
TLE3,0,0.176267049
TMEM170A,0,0.176253544
PCDH9-AS2,0,0.176124001
C11orf87,0,0.176115337
PPP1R26-AS1,0,0.176016776
ZDHHC14,0,0.175778181
PLCB4,0,0.175517834
CHST14,0,0.175364226
SP1,0,0.175249804
PPARD,0,0.175187796
ELF1,0,0.175127433
USP1,0,0.175059724
AL355472.2,0,0.175008621
DPH6,0,0.174772844
AC026894.1,0,0.174680691
TMEM220-AS1,0,0.174628531
KLHL29,0,0.174469295
ENC1,0,0.174423451
PTH1R,0,0.174392266
CEP128,0,0.174247245
SUSD6,0,0.174081585
PHF19,0,0.174066672
SLC8A3,0,0.173828303
AC006019.3,0,0.173778544
AL160254.1,0,0.173652275
AL139231.1,0,0.173519097
NCAPG2,0,0.173467683
BCL11B,0,0.173407789
UBE2T,0,0.173393156
CNNM1,0,0.173019544
FNDC5,0,0.172734349
TBL1XR1,0,0.172652515
NRXN3,0,0.172270077
ITGB8,0,0.172261544
ZCCHC24,0,0.172166031
HCN4,0,0.171951462
HSPBAP1,0,0.171832606
ZNF827,0,0.171803744
VCAN,0,0.171696254
AL590783.1,0,0.171684271
JPH4,0,0.1715626
MIR4435-2HG,0,0.171489381
EPHB1,0,0.17128256
MEF2C,0,0.170381035
MIPEP,0,0.170199894
FGF19,0,0.169950512
NASP,0,0.169946986
AC004593.1,0,0.169940823
LHX1,0,0.169849632
SHTN1,0,0.169746539
HMGB1,0,0.16971795
TENM2,0,0.169680413
CRADD,0,0.169632126
SEMA6A-AS2,0,0.169598232
PGM1,0,0.169523878
SPATS2L,0,0.169408727
BCL2L11,0,0.169383658
GNB4,0,0.169364067
AL353697.1,0,0.16931201
CELF4,0,0.169295733
PLCL1,0,0.1692205
SUSD1,0,0.169029309
ADGRG1,0,0.16897389
SFMBT2,0,0.168827216
PAPPA,0,0.168814333
RBM15,0,0.168784188
RBBP8,0,0.168739354
C2orf76,0,0.168635627
PCDH10,0,0.168593708
SIK2,0,0.168549264
GRIA4,0,0.168504392
TSPAN11,0,0.168423906
CLEC2D,0,0.168393919
AC011369.1,0,0.168338338
CBLN1,0,0.168302221
AC104073.4,0,0.168273278
RORA,0,0.168135507
LUZP2,0,0.168038028
SKA2,0,0.167899979
TMEM150C,0,0.167854379
GPX4,0,0.167746124
C2orf80,0,0.16769984
FIGN,0,0.167501258
GLRA1,0,0.167308663
SERINC5,0,0.167290658
NPTX2,0,0.16717446
SKIDA1,0,0.167050228
CYP39A1,0,0.166957069
DDR1,0,0.166775616
PEAK1,0,0.166770475
SATB1,0,0.166234349
SERF2,0,0.166205708
AL049775.1,0,0.166194373
CMC1,0,0.16619254
NTNG1,0,0.165996528
TFAP2A,0,0.16593078
GADD45A,0,0.165846436
LINC00630,0,0.165815181
SMC6,0,0.165675208
LINC00903,0,0.165291027
RRAS2,0,0.165194614
BTG3-AS1,0,0.16516069
POU3F4,0,0.165111593
SLC35F3,0,0.16510975
ASTN2,0,0.165007197
KITLG,0,0.165002733
STAG2,0,0.165000902
ATP8A2,0,0.164851126
DLG2,0,0.164610507
ZNF536,0,0.164525731
LINC00623,0,0.164492292
AC092969.1,0,0.164351575
CDH11,0,0.164341512
MOB3B,0,0.164169843
ARL17B,0,0.164133326
AC068587.4,0,0.164132408
CDC42EP4,0,0.163989676
RPL35,0,0.163930622
RFX2,0,0.163805973
LHX5,0,0.163789333
GTF3C1,0,0.163706453
EPHA5,0,0.163427537
CSMD1,0,0.163393601
GBX2,0,0.163286787
CADM3,0,0.163202784
ESR2,0,0.163198753
SEPTIN9,0,0.162982262
CLMP,0,0.162824729
FTL,0,0.162823393
BRPF3,0,0.16274278
VSTM2L,0,0.162729358
LMNB2,0,0.16259429
DYRK3,0,0.162523352
CHL1,0,0.16245811
FOXN3,0,0.162353206
CPSF2,0,0.162270915
FOXP1,0,0.161847589
CPNE1,0,0.16183518
KCNMA1-AS1,0,0.161468176
