,pValue,logFC
RP11-35O15.2,0,0.426182634
OXCT1.1,0,0.426127176
ANO9.1,0,0.426058356
TSPAN16,0,0.42601404
RP11-543E8.2,0,0.426012099
RP11-40C11.2,0,0.425975551
RP4-639J15.2,0,0.425941265
RP11-103H7.3.1,0,0.42592772
C1orf189,0,0.425909319
RF01951,0,0.425895296
RASA4,0,0.425785331
MYLK3.2,0,0.42576772
RP3-429O6.1,0,0.42555031
RP11-300M6.1,0,0.425467207
TACSTD2,0,0.425453446
SNORD126,0,0.425406151
NEFL.1,0,0.425398228
IL1RN,0,0.425372701
PARD3,0,0.42528957
TMCO5B,0,0.425193986
UBE3A,0,0.425193031
MYLK3,0,0.425184104
CYP4F11.1,0,0.425173284
AC012442.5,0,0.425149727
PTPRVP.1,0,0.425129763
SAMMSON,0,0.425095472
RP11-354P17.10,0,0.425069474
AP000569.9,0,0.424934234
SYNPR,0,0.424919088
RP3-497J21.1,0,0.42487953
BTBD3.2,0,0.424871801
RF00019.80,0,0.424843328
AF131215.4,0,0.424715541
RP11-346D14.1,0,0.424703931
HCN1.1,0,0.424673463
ABLIM1.1,0,0.424584412
TBX4.1,0,0.424579697
RP11-552E20.1,0,0.424547658
XXbac-BPG248L24.10,0,0.424505175
RP11-153I24.4,0,0.424472998
CER1,0,0.424458598
MEI1,0,0.424421841
TRPM3.1,0,0.424402417
P2RX2,0,0.42429031
ZPLD1,0,0.42427786
UTF1,0,0.424266397
RP11-406H4.1,0,0.42422805
RP11-662J14.1,0,0.424207446
CTA-941F9.9,0,0.424107568
RP11-114H24.2,0,0.42408273
AC006509.8,0,0.424078529
GAS2L3.2,0,0.424033603
GNAL,0,0.424032529
MIR2278,0,0.423901746
FXYD5,0,0.423884212
RP11-666A20.3,0,0.42377433
ADH1C,0,0.423753586
RP4-784A16.2,0,0.423668089
RN7SL178P,0,0.423546193
RP11-22H5.1,0,0.423535398
CABP4,0,0.423446234
RP11-42I10.3,0,0.42335852
C20orf195,0,0.423351907
SLC6A4,0,0.423351013
CNIH3,0,0.423314833
RP11-113K21.2,0,0.423268159
CRYBG2,0,0.423175837
AC034187.2,0,0.422986858
BEST3.1,0,0.422970126
HAS1,0,0.422954942
RP11-895K13.2,0,0.422844412
HRH2,0,0.42276248
RP11-129B22.1,0,0.422714642
RP11-76E17.1,0,0.422631821
RP11-48F14.2,0,0.422533116
OR14L1P,0,0.422498517
SETD7.1,0,0.42219498
AC114273.3,0,0.422158011
ADAMTS18,0,0.422151271
RP11-486M23.1,0,0.422108203
LTF.1,0,0.422055211
RP11-327J17.3,0,0.422032925
AC131056.3,0,0.422013987
RP11-565J7.1,0,0.421984502
AC004744.3,0,0.421946382
SPARCL1.1,0,0.421931567
RNA5SP430,0,0.421920731
RP1-121G13.2,0,0.421904308
RP5-860F19.8,0,0.421866998
AC092155.4.1,0,0.42182988
PPP6R1,0,0.421789628
TMEM132D,0,0.421746913
RP11-109E12.8,0,0.421737809
RP11-638I2.6,0,0.421737168
CCDC172,0,0.421720604
RNU1-8P.1,0,0.421708914
HTATSF1P2,0,0.421655187
SLC6A7,0,0.421646911
RP11-36N20.1,0,0.421615494
RP11-358H9.1,0,0.421615271
RP4-734G22.3,0,0.42153923
GFAP.1,0,0.421533242
RP11-294J22.6,0,0.421518425
RP11-117D22.2,0,0.421483964
RP5-1181K21.2,0,0.421442679
SNX29P2,0,0.421395153
RP11-20I20.2,0,0.421381349
POU5F1,0,0.421260585
SPTAN1,0,0.421202049
RP3-523C21.3,0,0.421170008
RABGAP1L.2,0,0.421147864
RP11-432I13.5,0,0.421079714
KRT72,0,0.421054783
EPHA10,0,0.421027638
PCDHB15,0,0.420945936
SLC12A8.1,0,0.420856849
UTRN,0,0.420828764
ATP2C2,0,0.420789627
DNAJB6.1,0,0.420655558
FNDC9,0,0.420635513
AC131097.4.2,0,0.420602981
RP11-444A22.1,0,0.420568581
RP11-58D2.1.1,0,0.420563103
RP11-196B3.4,0,0.420540668
RP11-165M6.1,0,0.420539231
CALB2,0,0.420404503
RP11-576N17.5,0,0.420398705
LENG9,0,0.420379974
ZFAND6.1,0,0.420339618
RP11-113E21.1,0,0.420228618
RP11-108F13.2,0,0.420227916
ZNF702P.1,0,0.420202654
FAM110D,0,0.420118967
RP11-692N5.2,0,0.42003788
RP11-132A1.4,0,0.420026239
PAX6.4,0,0.419999005
AC023115.2.1,0,0.419926434
MBP.2,0,0.419888198
RNU4-91P,0,0.419849254
CTB-89H12.4,0,0.419836855
AP001063.1,0,0.419812271
RNA5SP430.1,0,0.4197831
RP11-725G5.2,0,0.419750022
DCLK1.1,0,0.419741116
SPATC1,0,0.419719893
PLAUR,0,0.419716607
RP11-290L1.4,0,0.419669253
MIR6073,0,0.419654416
RP11-121E16.1,0,0.419519844
CAPN14,0,0.419480182
AC138649.1,0,0.419446328
RPS2P46,0,0.419395489
RP11-318M2.3,0,0.419382592
ROBO4.1,0,0.419346845
LIFR,0,0.419315619
RP3-370M22.8,0,0.419315617
CD19,0,0.419313743
RP11-284F21.10,0,0.419312681
RP11-744J10.3,0,0.419274091
RP11-795F19.1,0,0.419259741
SEC14L5,0,0.419218078
TMPRSS7,0,0.419179136
RP11-88J6.1.1,0,0.419111037
TMEM59L,0,0.419067789
AP000892.8,0,0.419034981
GALR1,0,0.418860384
AJUBA,0,0.418724414
OXER1,0,0.418648404
MAGI1-AS1,0,0.418639602
SLC2A2,0,0.418630593
RP11-366L20.3,0,0.418577643
AF038458.5,0,0.418561645
AC018839.1,0,0.418523346
LOC100127976,0,0.418475288
TJP2.2,0,0.418465521
RGS10,0,0.418385457
RP11-477J21.6,0,0.418334819
WWP2.1,0,0.418321461
RP11-136I14.4,0,0.418232116
C20orf100.2,0,0.418122379
AC012499.1,0,0.418010362
AC008691.1,0,0.417974288
RP5-1028K7.3,0,0.417955846
RP11-353N14.3,0,0.417954198
RF02127,0,0.417911251
RP11-267I18.1,0,0.417615799
STRA6,0,0.417397523
RNU6-494P,0,0.417382893
AKNAD1,0,0.417362636
C1orf198.2,0,0.417267372
RP11-458K10.1,0,0.417251051
SYT16,0,0.417144714
RP11-65F13.2,0,0.417131317
PCDHB10,0,0.417087124
HOXB-AS3,0,0.417082774
GPR157,0,0.417035421
PRMT8,0,0.416979223
LINC00689,0,0.41694022
HECW2.1,0,0.416933393
RP11-286B14.2,0,0.416824187
TCF4.1,0,0.416816358
RP11-613D13.7,0,0.41680586
RBM44,0,0.416730092
RFTN1,0,0.416691949
RP11-696D21.2,0,0.416559787
AC016696.1,0,0.416497641
SLC22A31,0,0.416370321
FFAR2.1,0,0.416312996
CUZD1,0,0.416255512
RP11-118G23.3,0,0.416215618
RP11-2I17.4.1,0,0.416139997
RP11-565N2.2,0,0.41613538
RP11-519G16.3.2,0,0.41607568
TTC39A.1,0,0.416052459
MIR326,0,0.416049729
CD9.1,0,0.416043586
SLA.1,0,0.416036337
RP13-465B17.3,0,0.415995619
C1QB,0,0.415936927
RP11-203E14.1,0,0.415927335
RP11-430H10.3,0,0.415762542
SDS,0,0.415762248
RP11-654C20.1,0,0.415740775
AC096918.1,0,0.415667285
C22orf31,0,0.415629933
TRBV6-5,0,0.415614612
RP5-866L20.1,0,0.41561106
RP11-4C20.4,0,0.415551657
PRSS30P,0,0.415547774
SBNO2,0,0.415456824
RP1-90J20.2,0,0.415428571
GBA,0,0.415334249
MIR5006,0,0.41532802
SLAIN1.3,0,0.415289325
LRRC41,0,0.415280127
LTBP3,0,0.415277904
SSTR4,0,0.415199881
PAPLN,0,0.415174438
AF121897.4,0,0.415170957
TNNI3,0,0.415166147
CTA-85E5.8,0,0.415101233
RP11-403P17.2,0,0.415098615
DCLK1,0,0.415088962
NOCT,0,0.415044661
RP11-297L17.4,0,0.415018125
RF00019.58,0,0.414997282
RP11-122M14.1,0,0.414962456
AP000281.2,0,0.414919304
IRX4,0,0.414879818
AC139100.3,0,0.414870289
RF02208,0,0.414833913
BCAT1,0,0.414832501
ZNF423.2,0,0.41482985
PNOC,0,0.414797148
RP5-1184F4.5,0,0.41471977
RP1-63G5.7,0,0.414648895
RP11-131H24.5,0,0.41464509
PDE4A.3,0,0.414621506
CLDN4.1,0,0.414563928
ICAM1,0,0.41454922
DPPA4,0,0.41454612
RP11-103B5.4,0,0.414470072
TENM2,0,0.414469411
BTN3A3,0,0.414462447
TP73-AS1,0,0.414462432
RP11-54F2.1,0,0.414420079
C2CD4A,0,0.414414608
ZFYVE1,0,0.414295625
LRRC56,0,0.414228106
RP11-567P19.1,0,0.414222631
NRL,0,0.414217824
CTD-2089N3.3,0,0.414213778
RP3-523C21.1.2,0,0.414145503
CTA-714B7.6,0,0.414099903
RP11-417F21.1,0,0.41407449
CCL2,0,0.414060647
MIR378A.1,0,0.414058611
RP3-448I9.2,0,0.414043511
CDX2,0,0.414043451
RP11-737O24.2,0,0.413981803
AC078842.3,0,0.413966808
CPXM2,0,0.413960545
FOXL1,0,0.413923861
TH,0,0.413848215
COX7BP2,0,0.413718941
FREM1.2,0,0.41353061
KLK4,0,0.413524763
LCN15,0,0.413481989
RP11-14C10.5.1,0,0.41344595
RNU4-18P,0,0.413397664
IGKV1OR2-6,0,0.413363583
RP11-62L10.1,0,0.41334646
PBK,0,0.413294105
GS1-393G12.12,0,0.413256416
TRADD,0,0.413192705
AJ011931.1,0,0.413173215
RP11-44F14.2,0,0.413159206
OVOL1,0,0.413141192
RP11-264J4.9,0,0.413140876
RP11-616L12.1,0,0.413117437
TRDD2,0,0.413044141
LMO3,0,0.412987037
NHLH2,0,0.412981821
AC008984.5,0,0.412976837
ANXA2P2,0,0.412976251
AC104655.2,0,0.41292591
HSD17B14,0,0.412896573
AC003009.1,0,0.412885204
AC006014.6,0,0.412859859
RP11-338L18.1,0,0.412806182
CAV3,0,0.4128042
KRTAP3-2,0,0.41277826
AC013727.1.1,0,0.412763467
ZNF229,0,0.412763198
RP11-168K9.1,0,0.412739788
CTC-463N11.4,0,0.412673325
RNU4-91P.1,0,0.412653215
RF00019.31,0,0.412653101
RP11-7F17.4,0,0.41265023
MIR6729,0,0.412571325
TCTE1.1,0,0.412562316
RP11-196G11.2,0,0.412541469
OBP2A,0,0.412521631
MIR29B1,0,0.412495267
ZNF389.1,0,0.412485038
RP13-895J2.10,0,0.412432994
CTD-2195M15.2,0,0.412411229
RP11-234G16.5.1,0,0.412397448
PCBP3.1,0,0.412330018
RN7SKP69,0,0.412242407
RP5-872K7.2,0,0.412234263
RP11-147N17.1,0,0.412179121
TKTL1,0,0.412170775
AC002306.1,0,0.412127079
RP11-708B6.2,0,0.412107416
FAM49B,0,0.412063393
RP11-383C5.4,0,0.411983335
AMPD3.1,0,0.411946226
RP11-356B19.11,0,0.411909865
SPTLC3,0,0.411899334
ESM1,0,0.411875005
AC005594.3,0,0.411859684
FAM71E2,0,0.41175716
RP11-1105G2.3,0,0.411745853
RAPGEF5.1,0,0.411741133
ITIH1,0,0.411500972
RP5-1068E13.3,0,0.411422726
Z84812.4,0,0.411407835
RASSF5,0,0.411353397
AC093726.6.1,0,0.41128873
TP73.2,0,0.41123696
CECR7,0,0.4111758
RP11-21A7A.3,0,0.411146543
RP11-193J6.1,0,0.411056443
FAM19A1,0,0.410965659
AC108448.3,0,0.410861328
CDH4.2,0,0.410855875
TEX19.1,0,0.410852424
RP1-46F2.3,0,0.41074907
RP4-684O24.5,0,0.410694717
MLC1,0,0.410680752
ARHGAP27.2,0,0.410643805
CTC-788C1.2,0,0.410580571
DLGAP2.1,0,0.410535179
KCNQ2.1,0,0.410481333
DPEP1,0,0.41046517
TMEM150B,0,0.410459099
CTC-736O2.1,0,0.410430448
KRT83,0,0.410323656
NBDY,0,0.410312393
TIE1,0,0.410296777
RP11-707M1.1.1,0,0.410292527
LPIN1,0,0.410290993
RP11-124N2.2.1,0,0.410210118
RF00019.85,0,0.410194043
CDH17,0,0.410166017
AC107982.5,0,0.410131011
TGIF1,0,0.410099793
RP11-520A21.1,0,0.410058559
RP11-774D14.1,0,0.41000111
CBWD5,0,0.409993483
RP11-718O11.1,0,0.40997719
SLC1A6.1,0,0.409956622
AC013470.7,0,0.409923352
RP11-379I19.3,0,0.409920319
HOOK1,0,0.409919516
RP11-8L8.2,0,0.409803698
RP11-498B4.5,0,0.409783986
RP11-470L19.5,0,0.409776978
TNF,0,0.409774374
AL121656.4.1,0,0.409763502
RP11-814P5.1.1,0,0.409762628
RP11-84A14.6,0,0.409747554
FYN.1,0,0.409722166
S100A16,0,0.409719419
RP1-301L19.1.1,0,0.409655438
CTD-2037L6.2,0,0.409603732
RP5-908M14.5,0,0.40959358
TRAF3IP2,0,0.409561293
RAD21L1,0,0.409519189
TMEM108.1,0,0.409453877
RNU6-883P,0,0.40943841
AP001625.6,0,0.409342028
RP11-468I15.1,0,0.409314396
AGAP2,0,0.409306379
AC118754.4,0,0.409246904
RP11-307C19.3.1,0,0.40924187
CPS1,0,0.409232928
SLC25A34,0,0.409199219
RP11-624J6.2,0,0.40917121
LHX6.1,0,0.409156062
MT1JP,0,0.409147752
RP11-812D23.1,0,0.409131684
GTDC1,0,0.409120346
IRF8,0,0.409107333
CTB-77H17.1,0,0.409067326
RGPD8,0,0.409057349
AC097467.2,0,0.40905547
AC109828.1,0,0.409037252
RP11-189B4.3,0,0.408996936
GLIPR1,0,0.408971753
C19orf84,0,0.408967615
RP11-108M12.3,0,0.408944755
SEPT9.1,0,0.408934735
LLNLF-96A1.1,0,0.408928284
ADGRE5,0,0.408903616
MFSD4A,0,0.408867781
MIR4660,0,0.408846701
RP11-745I13.1,0,0.408800477
RP11-392P7.6,0,0.408783332
AC005307.3,0,0.40877322
RP11-398J5.1,0,0.408762029
CLDN7,0,0.408760709
CTC-563A5.2,0,0.408717509
RPS4XP15,0,0.408706279
C1QTNF6.1,0,0.408699952
RNU2-49P,0,0.408693992
AC005538.2,0,0.40865097
DHRS4-AS1,0,0.408561363
ACOT7.1,0,0.4085284
AP000344.3,0,0.408526596
RP1-193H18.3,0,0.408475108
RP11-385M4.1,0,0.408375573
RP11-461O14.3,0,0.408366476
RP11-192H23.4,0,0.408331935
GRTP1.1,0,0.408289672
RP11-87O11.1,0,0.408284983
RP11-379B18.5,0,0.408267413
GJA5,0,0.408229793
RP11-893F2.18,0,0.408139978
RP11-17H4.2.1,0,0.408073437
KIAA0319,0,0.40807036
NEUROD4,0,0.408055193
HAMP,0,0.407956227
GCGR,0,0.407910509
RP11-1089B7.1,0,0.407897068
KIAA0226L.1,0,0.407883804
RTN4RL1.1,0,0.407817578
PLEKHA2,0,0.407762937
C1orf198,0,0.407762734
SLC29A1.3,0,0.407755054
AC096579.14,0,0.407747236
NPTX1.1,0,0.407745792
MIR1237,0,0.407744304
RP11-923I11.5,0,0.407732096
RP11-1252I4.2.1,0,0.407721115
CTC-445B21.1,0,0.407660923
CYP24A1,0,0.407655369
PSD3,0,0.407633859
MMP2.1,0,0.407621311
RP11-1252I4.2,0,0.4076095
RP11-212I21.2.1,0,0.407572158
NOMO1,0,0.407515682
CHRNB4,0,0.407489091
SLC7A4,0,0.407488474
SLC38A1.1,0,0.40744082
IL18BP,0,0.407424661
AC093822.1,0,0.40740256
AC074290.1,0,0.407393736
TRAJ35,0,0.407381938
UPF3AP1,0,0.407347963
MIR3649,0,0.407333129
RP1-118J21.5,0,0.407300635
RP11-117L5.4.1,0,0.407285933
RP11-203F10.5,0,0.407284324
SLC22A6,0,0.407260983
P2RX5,0,0.407234087
RP11-103G8.1,0,0.407197173
SLFN12L,0,0.407153942
RNA5SP323,0,0.407149052
ZNF177,0,0.407147223
RP11-121C2.3.1,0,0.407132285
RP11-554A11.6,0,0.407083983
PI4KAP2,0,0.407071557
KIF25.1,0,0.407015265
GALNT18.1,0,0.407008094
NMUR2,0,0.406975568
HLF.1,0,0.406906618
RP11-2I17.4,0,0.406872133
RP11-16B9.1,0,0.406826177
GABRP,0,0.406786359
RP11-399H11.2,0,0.406729721
NSG1,0,0.406702004
RP11-876K22.2,0,0.406665046
RP5-865N13.1,0,0.406656526
CEACAMP8,0,0.406639914
TJAP1.2,0,0.40661728
PGA5,0,0.406595482
ZNF106,0,0.406504052
MTCL1.3,0,0.406456393
MIR370,0,0.406430577
RP1-310O13.7,0,0.406400334
RNU6-621P,0,0.406360182
NTN5,0,0.406339147
RP11-481E4.2,0,0.40632586
CASC22,0,0.406312217
RP11-511H9.3,0,0.406274083
DACT2,0,0.406233941
RP11-843B15.2,0,0.406203289
LTBP1.1,0,0.406155352
JUP,0,0.40613815
RF00019.45,0,0.406135635
AC008746.9,0,0.406052102
MIR101-1,0,0.406041186
CTC-482H14.5,0,0.406012339
RAB37,0,0.406000949
LINC01080,0,0.405911682
ENTPD3,0,0.405904087
MEIOC,0,0.405844929
AKR1C1,0,0.40582629
AC009505.2,0,0.405824708
PAPLN.1,0,0.405809951
RP11-599B13.9,0,0.4057677
KCTD16,0,0.405659297
C9orf84,0,0.405620572
PIGK.1,0,0.405616391
HLA-C,0,0.405586109
ANAPC5,0,0.405579603
ARHGEF26,0,0.405562757
RP5-1068E13.4,0,0.40556139
RP11-152O14.3,0,0.405542791
RP11-575L16.2,0,0.405537066
CABP1.2,0,0.405472023
AVEN,0,0.405461985
RP11-398K22.6,0,0.405425359
PARVB,0,0.405356331
PPP1R16B.1,0,0.405344694
SPTB.1,0,0.405187972
RP4-747G18.8,0,0.405110665
CTD-2619J13.5,0,0.405086871
LGALS12,0,0.405052062
CBWD1,0,0.405042722
RP11-331H2.4,0,0.405034041
SLC25A37,0,0.405012096
CNTNAP4,0,0.404996038
FFAR3,0,0.404979484
RP11-58K22.4,0,0.404937012
APOBEC3D.1,0,0.404904376
ADGRF3,0,0.404899956
RP11-297B17.3,0,0.404881702
PLAGL1.1,0,0.404835567
CCR1,0,0.404835501
RP3-416H24.4,0,0.404811683
AC099684.1,0,0.404763861
CTNNA1.1,0,0.404647063
SIGLEC10,0,0.40461962
RP11-349A8.3,0,0.404604919
RP11-499E18.1.1,0,0.404586037
IGSF11.1,0,0.404561885
BTBD3.1,0,0.404528509
RP11-76N22.2,0,0.404403745
CTNND2,0,0.404338298
CTC-276P9.1,0,0.404275398
ANXA11.1,0,0.404210391
TMEM179,0,0.404186317
C20orf197,0,0.404092405
RP11-54D18.3.1,0,0.404061141
KRTAP12-3,0,0.404011052
FHL3.1,0,0.403968938
RP11-664I21.6,0,0.403920201
RP11-197K3.1,0,0.403886552
CTD-2373N4.5,0,0.403874147
A4GALT,0,0.403825168
ESRRB,0,0.403819125
HSBP1L1,0,0.403808618
HSPB7.1,0,0.403681608
FAXDC2,0,0.403679127
RN7SL382P,0,0.403629169
RP11-70F11.8,0,0.403613986
RP11-417C21.2,0,0.403587917
AC144450.2,0,0.403548004
CTA-992D9.6,0,0.403517913
CHRNA1,0,0.40351093
TNS3,0,0.403462543
RP11-196E1.3,0,0.403453105
MYL10,0,0.403445177
PRRG1,0,0.403442464
CTD-3064H18.1,0,0.403414247
RNU1-8P,0,0.403386815
MYH3.1,0,0.403341722
RP11-883G10.1,0,0.403318698
AC091493.2,0,0.403285373
RP11-1195F20.2.1,0,0.403278568
MIR1301,0,0.403257613
RP5-827C21.2,0,0.403218313
CTD-2591A1.1,0,0.403212117
TUBA4A,0,0.403204906
TM4SF1,0,0.403203981
PRELP,0,0.403192237
RP11-178F10.2,0,0.403078136
RP3-399L15.3.1,0,0.403050865
CTC-254B4.1,0,0.40303911
TRBV7-4,0,0.402996951
AC007326.10,0,0.402956275
RP11-133K1.1,0,0.402940722
IGF1,0,0.402930905
RP1-131F15.2,0,0.402886301
RP4-668E10.4,0,0.402873656
ANKRD36B,0,0.402871499
TRDV3,0,0.402855508
ZFYVE28,0,0.402851446
TCF4.4,0,0.402846444
MIR4715,0,0.402839806
AP002856.7,0,0.402782117
POMGNT1.1,0,0.402740326
RP11-458I4.2,0,0.402731359
RP5-1043L13.1.3,0,0.402728742
HIC1.1,0,0.40264456
PCDHB3,0,0.402622956
RP11-343C2.9.1,0,0.402574541
DST.2,0,0.40254938
AC009120.4,0,0.40253025
PPM1F,0,0.402483143
AC011518.2.1,0,0.402462784
RP11-707G14.3,0,0.402440166
RP11-684B2.3,0,0.402407006
RP11-736E3.1,0,0.402392545
RNU6-270P,0,0.402370289
RPL12L3,0,0.402327406
RP11-473A10.2,0,0.402285216
RF00019.84,0,0.402280635
RP11-155O18.3,0,0.40227033
RP1-34B21.6,0,0.4021992
TRPV1,0,0.4021952
RP11-419C5.1,0,0.402163314
RIN2,0,0.402147762
RNU7-29P,0,0.402123129
MPZ,0,0.402103166
XRCC3,0,0.402097549
RP11-358L22.3,0,0.402084927
GRTP1,0,0.402058364
RP11-165I9.8,0,0.402042672
RP6-186E3.1,0,0.40204111
KRTAP19-1,0,0.40201027
AC079776.2,0,0.402001441
ZSCAN10,0,0.401945781
RP11-21I4.2,0,0.401928829
AC068196.1,0,0.401924768
RP4-566L20.1,0,0.401882987
PBXIP1,0,0.401825298
CTC-497E21.5,0,0.40174763
RP11-66B24.4,0,0.401739161
AUTS2.3,0,0.401722289
AKNA.3,0,0.401694549
TBL1X.1,0,0.401657138
RP11-411B10.8,0,0.401654601
MIR3926-2,0,0.401642873
NFIC.2,0,0.40159893
RP11-243M5.4,0,0.40157587
TRBV6-1,0,0.401544836
CHMP4C,0,0.4014497
RP11-328K22.1,0,0.401445584
MIR99AHG.2,0,0.401441394
ZDHHC6,0,0.401421201
CYP1A1,0,0.401420635
CTD-2090I13.4,0,0.401406399
AC040963.1,0,0.401385549
SMIM16,0,0.401367961
RF00156.2,0,0.401344816
AP001442.2,0,0.40131197
RP11-103H7.2.1,0,0.40126221
APOB,0,0.401219044
USP4.1,0,0.401207252
PI15.1,0,0.401198032
RP11-108A14.2,0,0.401197002
RP11-648K4.2,0,0.401166366
ADAMTSL5,0,0.401165573
AC140912.1,0,0.401148656
AC011747.7,0,0.401143278
NKAPL,0,0.40114201
ZAP70,0,0.401132799
RP11-726G23.2,0,0.401106272
RF00003.2,0,0.401087793
HCG4B,0,0.401017706
GRM5,0,0.400947371
RP11-641A6.3,0,0.400943504
RP11-674J14.3,0,0.400942379
RNA5SP174,0,0.400938175
RP11-495P10.6,0,0.400918272
MICA,0,0.400900805
RP11-66B24.1,0,0.400839682
RP6-24A23.3,0,0.400796271
ZNF876P,0,0.400787928
AMZ1.1,0,0.4007727
CTD-2189E23.1,0,0.40076875
RP5-1125A11.5,0,0.400753856
VCAM1,0,0.400731146
MTPAP,0,0.400719094
FAM71F1,0,0.400695801
HMGA1L6,0,0.400679601
DYNLRB1,0,0.400669933
AC096559.1,0,0.400657465
POMP,0,0.400612957
RP1-168L15.4,0,0.400596683
SLC8B1,0,0.400586981
CTD-3105H18.8,0,0.400542481
CTC-255N20.1,0,0.400529814
RTBDN,0,0.400497379
TENM2.1,0,0.40049421
AC007422.1,0,0.400430226
RP11-14I4.3,0,0.400414317
RP11-551M15.4,0,0.400402759
RP11-82C23.2,0,0.400396516
RP11-728F11.4,0,0.400378005
ALK,0,0.400362469
RP11-484O2.1,0,0.400356946
DCDC2,0,0.400338718
MPP2.1,0,0.400333754
C9orf135,0,0.400325159
FEV,0,0.400316508
RP5-981L23.2,0,0.400287725
AC012363.13,0,0.40021825
RP11-275O4.4,0,0.400202833
FBLN7,0,0.400194282
RP11-115P16.4,0,0.400185408
PIK3R5.2,0,0.400180122
RNU1-129P,0,0.400172907
TM6SF1,0,0.400144968
CTC-260E6.9,0,0.400085311
PHYHIP.1,0,0.400058095
OR13C2,0,0.400032771
RF00017.6,0,0.39999777
RP11-792D21.2,0,0.399943142
RTCB,0,0.399925895
LHFPL1,0,0.399909224
AC073254.1.1,0,0.399881156
AC144831.1,0,0.399876978
NUP210,0,0.399818737
RF00019.4,0,0.399811371
RP11-506K6.4,0,0.3997701
AQP4,0,0.399750529
FBXL21,0,0.3996973
RN7SL688P,0,0.399657203
GRHL3.1,0,0.399651058
AC005863.1,0,0.399627792
RP1-56K13.3,0,0.399580623
RP4-593C16.2.1,0,0.39957046
ANKRD11.1,0,0.39954187
CCDC153,0,0.399446932
RP11-20B24.5,0,0.399438562
RP13-204A15.1,0,0.399427655
CTD-2165H16.3,0,0.399378337
GABRB2,0,0.399359389
RP11-10A14.6,0,0.399353838
IGKV4-1,0,0.399350652
RGMB,0,0.399300397
ATP2B2.2,0,0.399258592
DPP10,0,0.399245053
NCRNA00093,0,0.399223496
SGMS2,0,0.3991802
RP1-212P9.3,0,0.399162004
SLAMF8,0,0.399119741
CTD-3187F8.14,0,0.399109135
NDUFAB1.1,0,0.399106908
PPP3CC,0,0.39904859
SPATC1L,0,0.399025727
RN7SKP11,0,0.399012003
RP11-809H16.5,0,0.398993466
RP11-529E10.7,0,0.398983946
CTD-3049M7.1,0,0.398923523
DGKZ.1,0,0.398895863
CYP2J2,0,0.398887592
PPP1R2P1,0,0.398876243
RN7SKP82,0,0.398876052
SLC26A11,0,0.398840288
GABRB1,0,0.398833468
TNFRSF8,0,0.398744833
RP11-463M3.1,0,0.398694968
TRDJ3,0,0.398687157
C15orf59,0,0.398678137
RP11-147G16.1,0,0.398654963
LGALS3BP,0,0.398574363
RP11-437L7.1,0,0.398542232
TRPC7,0,0.398536289
AC018685.2,0,0.398496183
UAP1L1.1,0,0.398466057
GSTA3,0,0.398429666
RP11-34F13.2,0,0.398398857
CTHRC1.1,0,0.398344681
RP11-486M23.2,0,0.398337005
KIAA1217.1,0,0.398328338
RP11-445N18.2,0,0.398321733
AC068483.1,0,0.398269858
RP11-575L7.2,0,0.398258237
EPOR,0,0.398249484
RP11-403C10.2,0,0.398236284
RP11-558O12.3,0,0.398216019
TC2N,0,0.398205387
RNU7-186P,0,0.398168478
CYTH3.1,0,0.398141899
AC022182.3,0,0.398060188
IGLV7-46.1,0,0.398053269
SLC22A31.1,0,0.398036426
GRIA1.1,0,0.398013938
RP4-749H3.2,0,0.397941931
FSBP,0,0.397933517
MEG8,0,0.397898825
SOX2-OT.1,0,0.397892256
PRRT4.1,0,0.397873521
RP11-862L9.2,0,0.397864966
ATP8B5P,0,0.39781051
TRIB3,0,0.397795626
PHLDA2,0,0.39776375
IGLV1-40,0,0.397698397
RF00019.76,0,0.39768167
RP11-697E23.1,0,0.397668543
PDGFRA.1,0,0.39766369
RP11-71L14.3,0,0.397615407
AC092687.3,0,0.397593946
RP11-52J3.3,0,0.397570729
RARB.1,0,0.397544953
ADGRG1.1,0,0.39754243
RP11-116N8.2,0,0.397536244
LHX5,0,0.397534439
ZNF729,0,0.397521543
RP1-97D16.1,0,0.39749661
SULT1A1.1,0,0.397485154
EPHA8,0,0.397423431
RP11-38G5.4,0,0.39738189
RP11-96H17.3,0,0.397379541
RP4-799P18.3,0,0.397353242
RP13-895J2.3,0,0.397341908
SLC24A4,0,0.397301163
RNU6-1031P,0,0.397272312
KLHL4,0,0.39725572
MMP23B.1,0,0.397241721
MIR4530,0,0.397230981
RP11-107I14.2,0,0.397212468
RP11-299L17.4,0,0.397204269
G6PC2,0,0.397194126
TMEM91.1,0,0.397168496
AC114730.2,0,0.397159943
NET1.1,0,0.397135196
HMHA1.1,0,0.397130021
AC005838.2,0,0.397114108
TRBV8-1,0,0.397091345
C10orf71,0,0.397018574
CH17-373J23.1,0,0.39695231
MTTP,0,0.396939815
UACA,0,0.396913795
RP11-9M16.2,0,0.396898087
FOXP2.3,0,0.396883907
RPS20P22,0,0.396865922
P2RY6.1,0,0.396857238
SLC15A3,0,0.396825813
CALCOCO2,0,0.39682298
RP11-382A20.2,0,0.396793392
RP11-392O17.1,0,0.396770461
ZNF385C,0,0.396752781
KLHL21.1,0,0.396733977
RN7SKP277,0,0.396724698
SLC34A2,0,0.396652212
EPPK1,0,0.396644988
